"id","Moves_identifier","identifier","power","pp","accuracy","priority","Move_targets_identifier","Move_damage_classes_identifier","short_effect","effect","effect_chance","Move_meta_categories_identifier","Move_meta_ailments_identifier","min_hits","max_hits","min_turns","max_turns","drain","healing","crit_rate","ailment_chance","flinch_chance","stat_chance","flavor_text","stat_id","effectivity","flags","change"
81,"string-shot","bug",,40,"95",0,"all-opponents","status","Lowers the target's Speed by one stage.","Lowers the target's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The opposing Pokémon are bound
with silk blown from the user’s mouth
that harshly lowers the Speed stat.","6",,,"-2"
82,"dragon-rage","dragon",,10,"100",0,"selected-pokemon","special","Inflicts 40 points of damage.","Inflicts exactly 40 damage.",,"damage","none",,,,,0,0,0,0,0,0,"This attack hits the target with a shock
wave of pure rage. This attack always
inflicts 40 HP damage.",,,,
83,"fire-spin","fire","35",15,"85",0,"selected-pokemon","special","Prevents the target from fleeing and inflicts damage for 2-5 turns.","Inflicts [regular damage]{mechanic:regular-damage}.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the [","100","damage+ailment","trap",,,"5","6",0,0,0,100,0,0,"The target becomes trapped within a
fierce vortex of fire that rages for four
to five turns.",,,,
84,"thunder-shock","electric","40",30,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.","10","damage+ailment","paralysis",,,,,0,0,0,10,0,0,"A jolt of electricity crashes down on
the target to inflict damage. This may
also leave the target with paralysis.",,,,
85,"thunderbolt","electric","90",15,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.","10","damage+ailment","paralysis",,,,,0,0,0,10,0,0,"A strong electric blast crashes down on the
target. This may also leave the target
with paralysis.",,,,
86,"thunder-wave","electric",,20,"100",0,"selected-pokemon","status","Paralyzes the target.","[Paralyzes]{mechanic:paralyzes} the target.",,"ailment","paralysis",,,,,0,0,0,0,0,0,"The user launches a weak jolt
of electricity that paralyzes the target.",,,,
87,"thunder","electric","110",10,"70",0,"selected-pokemon","special","Has a $effect_chance% chance to paralyze the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.

During []{move:rain-dance}, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protect","30","damage+ailment","paralysis",,,,,0,0,0,30,0,0,"A wicked thunderbolt is dropped
on the target to inflict damage.
This may also leave the target with paralysis.",,,,
88,"rock-throw","rock","50",15,"90",0,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user picks up and throws a small
rock at the target to attack.",,,,
89,"earthquake","ground","100",10,"100",0,"all-other-pokemon","physical","Inflicts regular damage and can hit Dig users.","Inflicts [regular damage]{mechanic:regular-damage}.

If the target is in the first turn of []{move:dig}, this move will hit with double power.",,"damage","none",,,,,0,0,0,0,0,0,"The user sets off an earthquake that
strikes every Pokémon around it.
",,,,
90,"fissure","ground",,5,"30",0,"selected-pokemon","physical","Causes a one-hit KO.","Inflicts damage equal to the target's max [HP]{mechanic:hp}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.  This move's [accuracy]{mechanic:accuracy} is 30% plus 1% for each level the user is higher than the target.  If",,"ohko","none",,,,,0,0,0,0,0,0,"The user opens up a fissure in the ground
and drops the target in.
The target faints instantly if this attack hits.",,,,
91,"dig","ground","80",10,"100",0,"selected-pokemon","physical","User digs underground, dodging all attacks, and hits next turn.","Inflicts [regular damage]{mechanic:regular-damage}.  User digs underground for one turn, becoming immune to attack, and hits on the second turn.

During the immune turn, []{move:earthquake}, []{move:fissure}, and []{move:magnitude} still hit the user no",,"damage","none",,,,,0,0,0,0,0,0,"The user burrows, then attacks
on the next turn.
It can also be used to exit dungeons.",,,,
92,"toxic","poison",,10,"90",0,"selected-pokemon","status","Badly poisons the target, inflicting more damage every turn.","[Badly poisons]{mechanic:badly-poisons} the target.  Never misses when used by a []{type:poison}-type Pokémon.",,"ailment","poison",,,"15","15",0,0,0,0,0,0,"A move that leaves the target
badly poisoned.
Its poison damage worsens every turn.",,,,
93,"confusion","psychic","50",25,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to confuse the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [confuse]{mechanic:confuse} the target.","10","damage+ailment","confusion",,,"2","5",0,0,0,10,0,0,"The target is hit by a weak telekinetic
force. This may also confuse the target.",,,,
94,"psychic","psychic","90",10,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The target is hit by a strong telekinetic
force. This may also lower the target’s
Sp. Def stat.","5",,,"-1"
95,"hypnosis","psychic",,20,"60",0,"selected-pokemon","status","Puts the target to sleep.","Puts the target to [sleep]{mechanic:sleep}.",,"ailment","sleep",,,"2","4",0,0,0,0,0,0,"The user employs hypnotic suggestion
to make the target fall into a deep sleep.",,,,
96,"meditate","psychic",,40,,0,"user","status","Raises the user's Attack by one stage.","Raises the user's [Attack]{mechanic:attack} by one [stage]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user meditates to awaken the power
deep within its body and raise its
Attack stat.","2",,,"1"
97,"agility","psychic",,30,,0,"user","status","Raises the user's Speed by two stages.","Raises the user's [Speed]{mechanic:speed} by two [stages]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user relaxes and lightens its body to
move faster. This sharply raises the Speed stat.","6",,,"2"
98,"quick-attack","normal","40",30,"100",1,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user lunges at the target at a speed
that makes it almost invisible.
This move always goes first.",,,,
99,"rage","normal","20",20,"100",0,"selected-pokemon","physical","If the user is hit after using this move, its Attack rises by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Every time the user is hit after it uses this move but before its next action, its [Attack]{mechanic:attack} raises by one [stage]{mechanic:stage}.",,"damage","none",,,,,0,0,0,0,0,0,"As long as this move is in use, the power
of rage raises the Attack stat each
time the user is hit in battle.",,,,
100,"teleport","psychic",,20,,0,"user","status","Immediately ends wild battles.  No effect otherwise.","Does nothing.  Wild battles end immediately.",,"unique","none",,,,,0,0,0,0,0,0,"Use it to flee from any wild Pokémon.
It can also warp to the last Pokémon
Center visited.",,,,
101,"night-shade","ghost",,15,"100",0,"selected-pokemon","special","Inflicts damage equal to the user's level.","Inflicts damage equal to the user's level.  Type immunity applies, but other type effects are ignored.",,"damage","none",,,,,0,0,0,0,0,0,"The user makes the target see a
frightening mirage. It inflicts damage
equal to the user’s level.",,,,
102,"mimic","normal",,10,,0,"selected-pokemon","status","Copies the target's last used move.","This move is replaced by the target's last successfully used move, and its PP changes to 5.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and [failed]{mechanic:fail}, or if the user already knows the targe",,"unique","none",,,,,0,0,0,0,0,0,"The user copies the target’s last move.
The move can be used during battle
until the Pokémon is switched out.",,,,
103,"screech","normal",,40,"85",0,"selected-pokemon","status","Lowers the target's Defense by two stages.","Lowers the target's [Defense]{mechanic:defense} by two [stages]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"An earsplitting screech harshly lowers
the target’s Defense stat.","3",,,"-2"
104,"double-team","normal",,15,,0,"user","status","Raises the user's evasion by one stage.","Raises the user's [evasion]{mechanic:evasion} by one [stage]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"By moving rapidly, the user makes illusory
copies of itself to raise its evasiveness.","8",,,"1"
105,"recover","normal",,10,,0,"user","status","Heals the user by half its max HP.","Heals the user for half its max [HP]{mechanic:hp}.",,"heal","none",,,,,0,50,0,0,0,0,"Restoring its own cells, the user
restores its own HP by half of
its max HP.",,,,
106,"harden","normal",,30,,0,"user","status","Raises the user's Defense by one stage.","Raises the user's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user stiffens all the muscles in its
body to raise its Defense stat.","3",,,"1"
107,"minimize","normal",,10,,0,"user","status","Raises the user's evasion by two stages.","Raises the user's [evasion]{mechanic:evasion} by two [stages]{mechanic:stage}.

[]{move:stomp} and []{move:steamroller} have double power against Pokémon that have used this move since entering the [field]{mechanic:field}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user compresses its body
to make itself look smaller,
which sharply raises its evasiveness.","8",,,"2"
108,"smokescreen","normal",,20,"100",0,"selected-pokemon","status","Lowers the target's accuracy by one stage.","Lowers the target's [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user releases an obscuring cloud
of smoke or ink. This lowers the
target’s accuracy.","7",,,"-1"
109,"confuse-ray","ghost",,10,"100",0,"selected-pokemon","status","Confuses the target.","[Confuse]{mechanic:confuse}s the target.",,"ailment","confusion",,,"2","5",0,0,0,0,0,0,"The target is exposed to a sinister
ray that triggers confusion.",,,,
110,"withdraw","water",,40,,0,"user","status","Raises the user's Defense by one stage.","Raises the user's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user withdraws its body into its hard
shell, raising its Defense stat.","3",,,"1"
111,"defense-curl","normal",,40,,0,"user","status","Raises user's Defense by one stage.","Raises user's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.

After this move is used, the power of []{move:ice-ball} and []{move:rollout} are doubled until the user leaves the [field]{mechanic:field}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user curls up to conceal weak spots
and raise its Defense stat.","3",,,"1"
112,"barrier","psychic",,20,,0,"user","status","Raises the user's Defense by two stages.","Raises the user's [Defense]{mechanic:defense} by two [stages]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user throws up a sturdy wall that
sharply raises its Defense stat.","3",,,"2"
113,"light-screen","psychic",,30,,0,"users-field","status","Reduces damage from special attacks by 50% for five turns.","Erects a barrier around the user's side of the field that reduces damage from [special]{mechanic:special} attacks by half for five turns.  In double battles, the reduction is 1/3.  [Critical hit]{mechanic:critical-hit}s are not affected by the barrier.

",,"field-effect","none",,,,,0,0,0,0,0,0,"A wondrous wall of light is put up to
reduce damage from special attacks
for five turns.",,,,
114,"haze","ice",,30,,0,"entire-field","status","Resets all Pokémon's stats, accuracy, and evasion.","Removes [stat]{mechanic:stat}, [accuracy]{mechanic:accuracy}, and [evasion]{mechanic:evasion} modifiers from every Pokémon on the [field]{mechanic:field}.

This does not count as a stat reduction for the purposes of []{ability:clear-body} or []{ability",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user creates a haze that eliminates
every stat change among all the Pokémon
engaged in battle.",,,,
115,"reflect","psychic",,20,,0,"users-field","status","Reduces damage from physical attacks by half.","Erects a barrier around the user's side of the field that reduces damage from [physical]{mechanic:physical} attacks by half for five turns.  In double battles, the reduction is 1/3.  [Critical hit]{mechanic:critical-hit}s are not affected by the barrier.
",,"field-effect","none",,,,,0,0,0,0,0,0,"A wondrous wall of light is put up to
reduce damage from physical attacks
for five turns.",,,,
